"id","item_name","short_description","item_tags","created_at"
"118","Arrakeen Stillsuit Gloves","Native level stillsuit gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"119","Arrakeen Stillsuit Hood","Native level stillsuit hood","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"120","ArrakeenFormals Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"121","Artisan Dirk","A Harkonnen style short blade melee weapon.","[""Items.Holsters.MeleeWeapons.Knife.Dirk"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"122","Artisan Disruptor M11","Rapid fire disruptor.","[""Items.Holsters.RangedWeapons.Light.SMG"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"123","Artisan Disruptor Pistol","A heavy disruptor pistol.","[""Items.Holsters.RangedWeapons.Heavy.Pistol"",""LootTier.3"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"124","Artisan Disruptor Pistol Schematic","Schematic for a heavy disruptor pistol.","[""Items.Schematics.RangedWeapons.Heavy.Pistol"",""LootTier.3"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"125","Artisan GRDA 44","Wide range scattergun.","[""Items.Holsters.RangedWeapons.Light.Shotgun"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"126","Artisan JABAL Spitdart","Rapid cycling scoped rifle that fires poison-laced darts.","[""Items.Holsters.RangedWeapons.Light.Rifle.SpitDart"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"127","Artisan Karpov 38","Gas powered assault rifle.","[""Items.Holsters.RangedWeapons.Light.Rifle.BattleRifle"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"128","Artisan Kindjal","Curved short blade used for close combat.","[""Items.Holsters.MeleeWeapons.Knife.Kindjal"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"129","Artisan Maula Pistol","Lightweight Pistol.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"130","Artisan Rafiq Snubnose","High caliber pistol.","[""Items.Holsters.RangedWeapons.Heavy.Pistol"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"131","Artisan Sandbike Inventory","Adds inventory space to the Sandbike.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"132","Artisan Sword","Long bladed melee weapon.","[""Items.Holsters.MeleeWeapons.Sword.Sword"",""LootTier.3"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"133","Assassin's Rifle","An assassin's rifle that fires poisonous darts at long range.","[""Items.Holsters.RangedWeapons.Light.Rifle.SpitDart"",""LootTier.3"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"134","Assassin's Rifle Schematic","Schematic for an assassin's rifle that fires poisonous darts at long range.","[""Items.Schematics.RangedWeapons.Light.Rifle"",""LootTier.3"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"135","Assault Ornithopter Cabin Mk5","Comes with two passenger seats and two utility slots.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"136","Assault Ornithopter Cabin Mk6","Comes with two passenger seats and two utility slots.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"137","Assault Ornithopter Cabin Mk7","Comes with two passenger seats and two utility slots.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"138","Assault Ornithopter Chassis Mk5","Defines the fuel capacity of the vehicle.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"139","Assault Ornithopter Chassis Mk6","Defines the fuel capacity of the vehicle.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"140","Assault Ornithopter Chassis Mk7","Defines the fuel capacity of the vehicle.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"141","Assault Ornithopter Cockpit Mk5","Comes with pilot and co-pilot seats.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"142","Assault Ornithopter Cockpit Mk6","Comes with pilot and co-pilot seats.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"143","Assault Ornithopter Cockpit Mk7","Comes with pilot and co-pilot seats.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"144","Assault Ornithopter Engine Mk5","Defines the max speed of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"145","Assault Ornithopter Engine Mk6","Defines the max speed of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"146","Assault Ornithopter Engine Mk7","Defines the max speed of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"147","Assault Ornithopter Generator Mk5","Defines power efficiency and controls temperature.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"148","Assault Ornithopter Generator Mk6","Defines power efficiency and controls temperature.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"149","Assault Ornithopter Generator Mk7","Defines power efficiency and controls temperature.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"150","Assault Ornithopter Rocket Launcher Mk5","Adds a rocket launcher to the Ornithopter.","[""Items.Holsters.Deployables.VehicleExtra.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"151","Assault Ornithopter Rocket Launcher Mk5 Schematic","A schematic for an assault ornithopter rocket launcher","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"152","Assault Ornithopter Rocket Launcher Mk6","Adds a rocket launcher to the Ornithopter.","[""Items.Holsters.Deployables.VehicleExtra.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"153","Assault Ornithopter Storage Mk5","An inventory module for an Assault Ornithopter","[""Items.Holsters.Deployables.VehicleExtra.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"154","Assault Ornithopter Storage Mk6","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"155","Assault Ornithopter Storage Mk7","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"156","Assault Ornithopter Tail Mk5","Adds a protective layer to the rear of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"157","Assault Ornithopter Tail Mk6","Adds a protective layer to the rear of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"158","Assault Ornithopter Tail Mk7","Adds a protective layer to the rear of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"159","Assault Ornithopter Thruster Mk5","Adds a thrust ability to the Ornithopter.","[""Items.Holsters.Deployables.VehicleExtra.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"160","Assault Ornithopter Thruster Mk6","Adds a thrust ability to the Ornithopter.","[""Items.Holsters.Deployables.VehicleExtra.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"161","Assault Ornithopter Thruster Mk7","Adds a thrust ability to the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"162","Assault Ornithopter Wing Mk5","Influences the flying capabilities of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.5"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"163","Assault Ornithopter Wing Mk6","Influences the flying capabilities of the Ornithopter.","[""Items.Holsters.Deployables.VehicleBase.MediumOrniCHOAM"",""LootTier.6"",""Loot.OldImperial"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"164","Assault Ornithopter Wing Mk7","Influences the flying capabilities of the Ornithopter.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"165","Atmospheric Filtered Fabric","A crafting component found in the Deep Desert.","[""Items.CraftedResources"",""LootTier.6"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"166","Atmospheric Filtered Fabric Schematic","N/A","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"167","Atreides Basic Lights Set","Atreides Basic Lights","[""Items.Consumables.BuildableSets"",""Items.Faction.Atreides.Tier2"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"168","Atreides Bedroom Furniture Set","Atreides Bedroom Furniture","[""Items.Consumables.BuildableSets"",""Items.Faction.Atreides.Tier4"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"169","Atreides Decrypted Report","","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"170","Atreides Deserter Boots","An Atreides deserter's boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"171","Atreides Deserter Chestpiece","An Atreides deserter's chestpiece","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"172","Atreides Deserter Gauntlets","An Atreides deserter's gauntlets","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2029","Stim-Leggings  Schematic","Light leggings with reduced stamina drain while sprinting.","[""Items.Schematics.Clothes.ScoutArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"173","Atreides Deserter Hood","An Atreides deserter's hood","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"174","Atreides Deserter Pants","An Atreides deserter's pants","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"175","Atreides Dining Room Furniture Set","Atreides Dining Room Furniture","[""Items.Consumables.BuildableSets"",""Items.Faction.Atreides.Tier5"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"176","Atreides Dress Uniform Boots","Atreides dress uniform boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"177","Atreides Dress Uniform Chestpiece","Atreides dress uniform for the upper body","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"178","Atreides Dress Uniform Gloves","Atreides dress uniform gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"179","Atreides Dress Uniform Pants","Atreides dress uniform pants","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"180","Atreides Encrypted Report","","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"181","Atreides Flagpole","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"182","Atreides Furniture Patent","Atreides Furniture Patent","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"183","Atreides Hand Scanner Schematic","Hand-held scanner in the Atreides style","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"184","Atreides Hardened Kindjal Schematic","Schematic for an Atreides Hardened Kindjal","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"185","Atreides Heavy Boots","Atreides style combat boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"186","Atreides Heavy Boots Schematic","Schematic for Atreides Heavy Boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"187","Atreides Heavy Chestpiece Schematic","Schematic for an Atreides Heavy Chestpiece","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"188","Atreides Heavy Gloves","Atreides style combat gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"189","Atreides Heavy Gloves Schematic","Schematic for Atreides Heavy Gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"190","Atreides Heavy Helmet","Atreides style combat helmet","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"191","Atreides Heavy Helmet Schematic","Schematic for an Atreides Heavy Helmet","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
